大カテゴリー,中カテゴリー,メニュータイトル,データ参照先,タイルレイヤー名,データ種別,legendType,Tippecanoeオプション,fill,stroke,stroke-width,marker-color,marker-symbol,アイコン作成説明列,fill-pattern,title,minzoom,maxzoom,printzoom,ダウンロードコード,テストTippecannoeコード
防災,浸水履歴（平成9年～令和5年）,平成24年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9024%E5%B9%B4/data.geojson,浸水履歴_平成24年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9024%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成24年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成23年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9023%E5%B9%B4/data.geojson,浸水履歴_平成23年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9023%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成23年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成22年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9022%E5%B9%B4/data.geojson,浸水履歴_平成22年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9022%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成22年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成20年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9020%E5%B9%B4/data.geojson,浸水履歴_平成20年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9020%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成20年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成19年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9019%E5%B9%B4/data.geojson,浸水履歴_平成19年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9019%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成19年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成18年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9018%E5%B9%B4/data.geojson,浸水履歴_平成18年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9018%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成18年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成17年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9017%E5%B9%B4/data.geojson,浸水履歴_平成17年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9017%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成17年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成16年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9016%E5%B9%B4/data.geojson,浸水履歴_平成16年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9016%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成16年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成15年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9015%E5%B9%B4/data.geojson,浸水履歴_平成15年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9015%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成15年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成14年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9014%E5%B9%B4/data.geojson,浸水履歴_平成14年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9014%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成14年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成13年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9013%E5%B9%B4/data.geojson,浸水履歴_平成13年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9013%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成13年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成12年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9012%E5%B9%B4/data.geojson,浸水履歴_平成12年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9012%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成12年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成11年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9011%E5%B9%B4/data.geojson,浸水履歴_平成11年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9011%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成11年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成10年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9010%E5%B9%B4/data.geojson,浸水履歴_平成10年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9010%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成10年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成9年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%909%E5%B9%B4/data.geojson,浸水履歴_平成9年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%909%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成9年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,,お食事,https://yaizu-smartcity.jp/%E3%81%8A%E9%A3%9F%E4%BA%8B/data.geojson,お食事,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,restaurant,restaurant,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E3%81%8A%E9%A3%9F%E4%BA%8B/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""お食事""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,お買い物,ショップ,https://yaizu-smartcity.jp/%E3%82%B7%E3%83%A7%E3%83%83%E3%83%97/data.geojson,ショップ,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,shopping,shopping,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E3%82%B7%E3%83%A7%E3%83%83%E3%83%97/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""ショップ""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,お買い物,工場併設直売所,https://yaizu-smartcity.jp/%E5%B7%A5%E5%A0%B4%E4%BD%B5%E8%A8%AD%E7%9B%B4%E5%A3%B2%E6%89%80%E4%B8%80%E8%A6%A7/data.geojson,工場併設直売所,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,factory-shop,新規作成,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%B7%A5%E5%A0%B4%E4%BD%B5%E8%A8%AD%E7%9B%B4%E5%A3%B2%E6%89%80%E4%B8%80%E8%A6%A7/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""工場併設直売所""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,,体験・見どころ,https://yaizu-smartcity.jp/%E4%BD%93%E9%A8%93%E3%83%BB%E8%A6%8B%E3%81%A9%E3%81%93%E3%82%8D/data.geojson,体験_見どころ,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,tourist-facility,tourist-facility,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E4%BD%93%E9%A8%93%E3%83%BB%E8%A6%8B%E3%81%A9%E3%81%93%E3%82%8D/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""体験_見どころ""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,,日帰り温泉・足湯,https://yaizu-smartcity.jp/%E6%97%A5%E5%B8%B0%E3%82%8A%E6%B8%A9%E6%B3%89%E3%83%BB%E8%B6%B3%E6%B9%AF/data.geojson,日帰り温泉_足湯,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,hotspring,hotspring,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%97%A5%E5%B8%B0%E3%82%8A%E6%B8%A9%E6%B3%89%E3%83%BB%E8%B6%B3%E6%B9%AF/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""日帰り温泉_足湯""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,,宿泊,https://yaizu-smartcity.jp/%E5%AE%BF%E6%B3%8A/data.geojson,宿泊,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,hotel,新規作成,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%AE%BF%E6%B3%8A/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""宿泊""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,移動・その他,レンタカー,https://yaizu-smartcity.jp/%E3%83%AC%E3%83%B3%E3%82%BF%E3%82%AB%E3%83%BC/data.geojson,レンタカー,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,car-rental,新規作成,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E3%83%AC%E3%83%B3%E3%82%BF%E3%82%AB%E3%83%BC/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""レンタカー""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,移動・その他,その他,https://yaizu-smartcity.jp/%E3%81%9D%E3%81%AE%E4%BB%96/data.geojson,移動_その他,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,#66cdaa,,"新規作成、以下の「まつり・催し」の花火アイコンでお願いしたい
https://www.city.yaizu.lg.jp/cgi-bin/event_cal_multi/calendar.cgi?type=1",,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E3%81%9D%E3%81%AE%E4%BB%96/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""移動_その他""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,,市営駐車場・駐輪場,https://yaizu-smartcity.jp/%E5%B8%82%E5%96%B6%E9%A7%90%E8%BB%8A%E5%A0%B4%E3%83%BB%E9%A7%90%E8%BC%AA%E5%A0%B4/data.geojson,市営駐車場_駐輪場,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,parking,parking,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%B8%82%E5%96%B6%E9%A7%90%E8%BB%8A%E5%A0%B4%E3%83%BB%E9%A7%90%E8%BC%AA%E5%A0%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""市営駐車場_駐輪場""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,,焼津観光マップ,https://yaizu-smartcity.jp/%E7%84%BC%E6%B4%A5%E8%A6%B3%E5%85%89%E3%83%9E%E3%83%83%E3%83%97/data.geojson,焼津観光マップ,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E7%84%BC%E6%B4%A5%E8%A6%B3%E5%85%89%E3%83%9E%E3%83%83%E3%83%97/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""焼津観光マップ""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,高草山ハイキングマップ,高草山コース　1,https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_1-1%E8%8A%B1%E6%B2%A2%E3%81%AE%E9%87%8C_%E9%9E%8D%E6%8E%9B%E5%B3%A0_%E9%AB%98%E8%8D%89%E5%B1%B1_%E7%9F%B3%E8%84%87%E3%82%B3%E3%83%BC%E3%82%B9/data.geojson,ハイキングコース_1-1,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#009f45,5,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_1-1%E8%8A%B1%E6%B2%A2%E3%81%AE%E9%87%8C_%E9%9E%8D%E6%8E%9B%E5%B3%A0_%E9%AB%98%E8%8D%89%E5%B1%B1_%E7%9F%B3%E8%84%87%E3%82%B3%E3%83%BC%E3%82%B9/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""ハイキングコース_1-1""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,高草山ハイキングマップ,高草山コース　2,https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_1-2%E5%9D%82%E6%9C%AC_%E9%AB%98%E8%8D%89%E5%B1%B1%E3%82%B3%E3%83%BC%E3%82%B9/data.geojson,ハイキングコース_1-2,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#ef8da9,5,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_1-2%E5%9D%82%E6%9C%AC_%E9%AB%98%E8%8D%89%E5%B1%B1%E3%82%B3%E3%83%BC%E3%82%B9/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""ハイキングコース_1-2""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,高草山ハイキングマップ,高草山コース　3,https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_1-3%E7%84%BC%E6%B4%A5%E5%B8%82_%E9%96%A2%E6%96%B9_%E9%AB%98%E8%8D%89%E5%B1%B1%E3%82%B3%E3%83%BC%E3%82%B9/data.geojson,ハイキングコース_1-3,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#179fac,5,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_1-3%E7%84%BC%E6%B4%A5%E5%B8%82_%E9%96%A2%E6%96%B9_%E9%AB%98%E8%8D%89%E5%B1%B1%E3%82%B3%E3%83%BC%E3%82%B9/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""ハイキングコース_1-3""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,高草山ハイキングマップ,高草山コース　4,https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_1-4%E8%97%A4%E6%9E%9D%E5%B8%82_%E4%B8%89%E8%BC%AA_%E9%AB%98%E8%8D%89%E5%B1%B1%E3%82%B3%E3%83%BC%E3%82%B9/data.geojson,ハイキングコース_1-4,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#7ac24c,5,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_1-4%E8%97%A4%E6%9E%9D%E5%B8%82_%E4%B8%89%E8%BC%AA_%E9%AB%98%E8%8D%89%E5%B1%B1%E3%82%B3%E3%83%BC%E3%82%B9/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""ハイキングコース_1-4""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,高草山ハイキングマップ,満観峰コース,https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_2%E7%84%BC%E6%B4%A5%E5%B8%82_%E8%8A%B1%E6%B2%A2%E3%81%AE%E9%87%8C_%E6%BA%80%E8%A6%B3%E5%B3%B0%E3%82%B3%E3%83%BC%E3%82%B9/data.geojson,ハイキングコース_2,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#3d73ba,5,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_2%E7%84%BC%E6%B4%A5%E5%B8%82_%E8%8A%B1%E6%B2%A2%E3%81%AE%E9%87%8C_%E6%BA%80%E8%A6%B3%E5%B3%B0%E3%82%B3%E3%83%BC%E3%82%B9/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""ハイキングコース_2""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,高草山ハイキングマップ,花沢山コース　1,https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_3-1%E5%85%A5%E5%8F%A3_%E8%8A%B1%E6%B2%A2%E5%B1%B1_%E6%97%A5%E6%9C%AC%E5%9D%82%E5%B3%A0_%E8%8A%B1%E6%B2%A2%E3%81%AE%E9%87%8C%E3%82%B3%E3%83%BC%E3%82%B9/data.geojson,ハイキングコース_3-1,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#b664a6,5,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_3-1%E5%85%A5%E5%8F%A3_%E8%8A%B1%E6%B2%A2%E5%B1%B1_%E6%97%A5%E6%9C%AC%E5%9D%82%E5%B3%A0_%E8%8A%B1%E6%B2%A2%E3%81%AE%E9%87%8C%E3%82%B3%E3%83%BC%E3%82%B9/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""ハイキングコース_3-1""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,高草山ハイキングマップ,花沢山コース　2,https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_3-2%E9%9D%99%E5%B2%A1%E5%B8%82_%E5%B0%8F%E5%9D%82_%E6%97%A5%E6%9C%AC%E5%9D%82%E5%B3%A0_%E8%8A%B1%E6%B2%A2%E5%B1%B1_%E7%9F%B3%E9%83%A8%E3%82%B3%E3%83%BC%E3%82%B9/data.geojson,ハイキングコース_3-2,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#dab06d,5,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_3-2%E9%9D%99%E5%B2%A1%E5%B8%82_%E5%B0%8F%E5%9D%82_%E6%97%A5%E6%9C%AC%E5%9D%82%E5%B3%A0_%E8%8A%B1%E6%B2%A2%E5%B1%B1_%E7%9F%B3%E9%83%A8%E3%82%B3%E3%83%BC%E3%82%B9/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""ハイキングコース_3-2""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
観光・イベント,高草山ハイキングマップ,ハイキングスポット,https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_%E5%9C%B0%E7%82%B9/data.geojson,ハイキングスポット,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,brown-marker,brown-marker,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%BC%E3%82%B9_%E5%9C%B0%E7%82%B9/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""ハイキングスポット""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
